"Baths","Beds","Area","Fireplaces","Sale_Price","Garage_Cars","Year_Built"
2,2,1800,0,239000,2,2007
3,3,1604,1,220000,2,2006
2,2,1290,1,200000,2,2007
2,2,1254,0,221800,3,2008
2,2,1232,0,194500,2,2007
2,3,1498,1,237000,3,2005
3,3,1422,1,173000,2,2005
2,2,1644,1,275000,2,1989
3,3,1759,1,233500,2,1992
3,3,2126,0,185000,2,1967
1,3,1040,0,152000,2,1996
1,3,990,0,143000,1,1994
3,3,1764,0,231500,2,1997
3,3,1661,1,212000,2,1996
2,3,1463,0,207000,2,1998
2,3,1097,0,145000,2,1994
1,3,990,0,138000,2,1994
3,3,1779,0,197900,2,1998
2,3,1501,0,204000,2,1999
2,3,1431,0,192000,2,1999
3,3,1772,1,200000,2,1998
3,3,1660,0,195000,2,2002
2,3,1573,0,227000,2,2002
3,3,1840,0,230000,2,2001
2,3,1430,0,187100,2,2001
2,3,1444,0,203000,2,2002
2,3,1492,1,201000,2,2001
2,3,1040,0,124000,0,1978
1,3,907,0,140000,1,1978
1,2,914,0,134900,2,1979
2,3,1040,0,150500,2,1977
1,3,864,0,136500,1,1978
2,3,1268,0,143500,1,1977
1,3,864,1,133500,1,1972
1,2,894,0,123000,2,1972
1,2,768,0,133900,1,1972
1,2,768,0,133000,2,1972
2,3,1611,0,250000,3,2002
3,4,2184,1,254750,2,2003
2,3,1788,1,236500,2,2001
3,3,1872,1,261500,2,2001
3,3,2153,2,313000,3,2000
3,3,1725,0,198500,2,2002
3,3,1870,0,211000,2,2001
2,2,1513,1,220000,2,1999
2,3,1504,1,203000,2,1996
2,3,1828,1,279500,2,2002
2,3,1417,1,210000,2,1997
3,3,2034,0,219500,2,1997
3,2,1716,1,191000,2,1996
2,3,1212,0,178000,2,2001
2,3,1630,1,213000,2,2000
1,1,848,0,144000,2,2003
1,1,848,0,140000,2,2003
2,3,1602,1,293200,3,2007
3,3,1728,0,190000,2,2004
2,3,1500,0,190000,2,2004
3,3,1476,0,173500,2,2005
3,3,1396,1,170000,2,2007
2,2,1126,0,108000,2,1949
1,3,1486,0,167000,2,1964
1,2,816,1,100000,1,1938
3,4,1922,1,198500,2,2003
2,3,1426,0,159500,2,1977
1,3,1149,0,127000,1,1960
1,3,1125,1,125000,1,1976
2,3,1698,1,320000,3,2007
1,2,1072,0,145500,2,2005
1,2,698,0,118000,0,1947
1,3,876,0,85000,1,1959
1,3,1368,0,120000,1,1950
2,4,1529,0,98000,1,1945
1,2,864,0,99900,0,1922
1,2,944,0,82000,2,1952
2,6,1678,0,119900,0,1959
1,2,1560,1,103500,1,1956
1,3,960,0,112000,1,1956
1,3,1196,0,110000,2,1920
1,3,1298,2,122000,1,1941
2,3,1604,0,117000,2,1941
2,3,1268,2,160000,1,1938
1,3,1520,0,159434,1,1932
1,1,438,0,60000,1,1920
2,3,1489,1,139500,1,1940
3,5,3082,2,197000,2,1920
2,3,1242,1,105000,1,1935
2,4,1981,2,135000,2,1928
1,3,1232,1,147500,2,1916
3,3,1608,1,137450,1,1925
1,3,1135,0,155000,2,1936
2,3,1913,1,177000,2,1928
2,3,1477,1,145000,1,1928
1,3,1228,1,137000,1,1918
2,3,2080,2,234000,1,1926
2,2,1567,2,205000,2,1940
1,3,1494,2,177500,1,1942
2,2,1308,2,160000,1,1940
1,2,1273,0,155000,1,1960
1,2,964,0,163500,2,1921
2,3,1343,1,154900,1,1921
3,5,2480,2,205000,2,1940
1,2,1112,1,144800,1,1954
2,3,1564,1,174500,1,1941
2,3,1561,1,193000,2,1960
2,3,1523,1,158000,1,1949
1,3,1152,1,158500,1,1950
2,3,1906,2,224000,2,1954
1,2,1032,1,115000,2,1980
2,2,1229,1,137000,2,1980
2,2,1229,1,121000,2,1980
2,2,1229,1,124000,2,1980
3,3,1982,1,208000,2,1986
2,3,2365,2,315000,2,1971
2,3,1680,1,222000,2,1988
1,3,1344,0,147000,1,1920
2,5,2168,0,123000,2,1900
1,3,1192,0,78000,1,1920
1,2,1526,0,85000,0,1915
1,2,572,0,75000,1,1925
2,2,1648,1,230000,2,2007
1,1,810,0,57625,1,1910
3,3,2052,1,251000,3,2000
2,1,2149,1,239686,2,2003
2,3,1710,1,240000,2,2004
3,3,1961,1,215000,2,2001
1,2,926,1,156450,1,1977
2,2,1287,2,173000,2,1977
2,4,1734,0,126000,2,1977
2,3,1217,0,173000,2,1990
2,2,1595,0,152000,2,1991
1,3,1344,1,137500,2,1958
2,3,2036,2,375000,2,1965
2,2,1620,1,315500,3,2007
3,3,1692,0,224500,2,2009
2,3,2036,1,410000,3,2008
2,3,1641,0,316500,3,2008
2,3,1466,0,201000,3,2007
2,3,1412,1,175000,2,1988
3,3,2237,1,204000,2,1980
3,3,1479,1,213500,2,1987
2,2,1296,0,220000,2,2001
3,3,2014,0,170000,2,2003
2,2,1838,1,315000,3,2006
2,2,1978,1,425000,3,2007
1,3,1008,0,139500,1,1968
1,3,1771,1,115000,2,1960
2,2,1204,0,162000,2,1998
2,2,1224,0,165000,2,1999
1,2,988,0,91000,1,1973
1,3,874,0,130000,1,1968
1,1,630,0,86000,1,1970
2,3,1404,1,160000,2,1969
1,1,630,0,80000,1,1970
2,3,1344,1,97000,0,1970
2,3,1092,0,88000,1,1970
1,2,796,0,131900,1,1972
1,2,1091,0,131250,1,1993
1,1,1110,1,165500,2,1978
1,3,833,0,112000,0,1985
1,2,883,1,149000,2,1992
2,1,1362,0,143000,2,1993
2,3,1287,0,130000,2,1992
2,2,1567,2,196000,2,1977
2,4,1632,1,173000,2,1969
1,3,1414,1,176500,2,1958
3,4,2117,2,237500,2,1970
3,4,2112,2,206900,2,1969
3,3,1604,1,187500,2,1997
3,3,1470,1,165000,2,1995
3,3,1604,0,195500,2,1998
3,3,1638,2,192000,2,1998
3,3,1636,1,173000,2,1996
2,3,1384,0,177900,2,1996
3,3,1446,1,175000,2,1996
2,0,1593,1,286000,2,2001
2,1,1682,1,247900,2,1997
2,2,1337,1,180000,2,1993
2,2,1280,0,180000,2,1992
3,3,1604,1,181000,2,1997
3,3,1633,1,183000,2,1998
3,3,1658,1,188000,2,1995
3,3,1895,1,194500,2,1994
3,3,1709,0,185000,2,1991
2,2,1228,1,189000,2,1988
2,2,1337,1,188500,2,1989
4,5,2500,1,355000,3,2005
3,4,2504,1,325000,3,2005
2,2,1884,1,387000,3,2004
1,3,1474,2,115000,2,1952
2,2,1710,1,334000,2,2007
3,3,1488,1,133000,2,1950
3,3,2093,1,215000,2,1986
2,2,1688,1,226500,2,1988
2,3,1422,1,175500,2,1981
2,3,1260,0,181900,2,1983
2,3,2064,2,235000,2,1978
2,3,1782,1,220000,2,1979
3,4,2872,1,272000,2,1977
2,3,1211,1,161000,2,1976
2,3,1126,0,175000,2,1977
3,3,2044,1,185000,2,1980
2,3,1308,0,146900,2,1969
3,4,2840,2,292500,4,1978
2,3,1523,1,180000,2,1976
2,2,1444,1,159900,2,1976
3,4,1964,1,205000,2,1976
2,3,1178,1,157000,2,1973
3,4,2340,1,306000,3,1996
4,4,1792,0,133000,2,1974
2,3,1054,0,151000,2,1969
1,2,936,0,111900,1,1969
1,3,864,0,123000,2,1971
1,3,864,0,111250,2,1972
2,2,1337,0,181000,2,1998
2,2,987,0,103400,1,1973
2,2,987,0,100000,1,1973
2,2,987,0,100500,1,1972
2,2,987,0,106000,1,1970
2,2,987,0,85400,1,1971
2,2,987,0,89500,1,1971
3,3,1302,0,111750,1,1972
2,2,1069,0,140000,2,1977
3,4,1456,0,143000,2,1975
2,2,1055,0,148500,2,1977
1,3,892,0,110000,1,1966
2,2,1932,1,394617,3,2008
3,3,2332,1,426000,3,2007
2,2,2084,1,385000,3,2007
3,3,2713,1,446261,3,2008
2,3,1582,0,317500,3,2007
2,2,1710,1,372402,3,2007
3,4,2464,1,417500,3,2007
2,2,1950,1,383000,3,2007
3,4,2748,1,390000,3,2006
3,4,2790,1,460000,4,2005
3,3,2331,1,379000,3,2005
3,4,2088,1,250000,3,2007
3,4,2332,1,316000,3,2004
2,1,2470,2,615000,3,2003
3,3,2668,2,412500,3,2003
3,3,2046,1,284000,3,2003
2,2,1575,1,284000,3,2003
3,4,2649,1,421250,3,2001
3,4,2690,1,370000,3,2003
2,2,1866,1,336860,3,2008
2,1,1702,1,367294,3,2008
2,2,1367,1,192000,2,2005
2,1,1518,1,274000,2,2003
2,2,1684,1,266000,2,2005
2,2,1800,1,370967,3,2007
2,2,1342,1,234250,2,2006
2,2,1342,1,219500,2,2006
3,2,1626,0,155000,2,2003
3,2,1626,0,154000,2,2003
2,2,1358,1,207000,2,2004
2,2,1455,1,195000,3,2003
2,2,1576,1,219990,3,2004
2,2,1504,1,191000,2,2005
2,2,1266,1,159895,2,2007
2,2,1246,1,187687,2,2007
3,3,1515,1,179000,2,2004
3,3,1593,1,193000,2,2004
2,2,1166,0,190000,2,2005
3,3,1456,0,176000,2,2005
3,3,1720,1,188000,2,2002
3,4,1986,1,213000,2,2003
2,2,1358,1,217300,2,2007
3,3,1792,1,186500,2,2000
3,3,1892,1,226750,2,2000
3,3,1490,1,184000,2,2004
3,3,1414,1,176000,2,2002
3,4,2322,1,225000,2,1999
3,3,1651,1,185900,2,1999
3,3,2199,1,284500,2,1997
3,4,2630,1,315000,3,1998
3,4,2198,1,250000,3,2000
3,4,2172,1,291000,3,2000
2,2,2006,1,350000,3,1998
3,4,2125,2,279500,2,1996
3,4,2501,1,290000,3,1995
3,2,2113,1,350000,3,1995
3,3,2418,1,341000,3,1993
3,4,2197,1,287500,3,1993
3,3,2127,2,271000,2,1994
2,2,1987,1,301500,2,1994
2,3,1580,0,235128,3,2007
3,4,1933,1,214000,3,2007
2,3,1574,1,232000,3,2006
2,3,1578,1,240000,3,2006
2,2,1506,1,264132,2,2008
2,3,1563,1,245000,3,2007
2,3,1428,0,227680,2,2008
3,3,1861,1,257000,3,2007
3,3,1874,1,297900,3,2007
2,3,1460,1,247000,2,2006
2,3,1372,0,212700,2,2007
2,3,1372,0,250580,2,2007
2,3,1428,0,182000,2,2007
3,3,1768,0,226700,2,2005
3,3,1992,1,250000,2,2003
3,3,1958,1,250000,3,2005
3,3,2078,1,339750,3,2007
3,3,1665,0,205950,2,2007
2,3,1660,1,256000,3,2007
2,2,1218,0,230348,2,2007
3,3,1728,0,207500,2,2003
1,3,1080,0,141000,0,2004
3,3,1696,0,188000,2,2003
3,3,1663,0,192500,2,2003
1,3,1175,0,146000,0,2005
2,3,1114,0,159000,2,2004
1,3,1114,0,155000,2,2003
3,3,1640,0,173000,2,2004
2,3,1162,0,170000,2,2007
3,3,1609,0,182000,2,1995
3,3,1680,0,163000,2,1993
2,3,1679,1,193500,2,1994
3,3,1657,0,189000,2,1994
3,3,1677,0,190500,2,2001
3,3,1737,0,175000,2,1992
2,3,1294,0,179200,2,1991
3,3,1710,0,187000,2,1993
2,2,1617,1,193000,2,1993
2,2,1199,0,153900,2,1993
1,3,984,1,128000,1,1963
1,2,912,0,144000,1,1962
1,3,864,1,135000,1,1961
1,3,890,0,115000,1,1968
1,3,864,0,119916,1,1963
1,3,912,0,142000,1,1961
2,3,1430,2,192000,2,1974
2,4,1641,1,140000,2,1972
3,4,2683,2,290000,2,1990
3,4,2786,1,372500,2,1993
2,2,1391,0,196000,2,2004
3,2,1250,0,171900,2,2006
2,1,1245,0,178000,2,2004
3,2,1200,0,165000,2,2005
2,2,1392,0,146000,2,2007
2,2,1392,0,146000,2,2007
3,3,1501,0,179400,2,1999
3,3,1549,0,172900,2,1999
2,2,1638,1,300000,2,2000
2,1,1310,1,285000,2,2001
2,2,1419,1,290000,2,2001
2,2,1557,1,305000,2,1999
2,2,1709,1,328900,2,1999
3,2,1252,0,160000,2,1999
3,3,1404,0,170000,2,1999
3,3,1789,1,223000,2,2001
3,3,1586,0,170000,2,1999
3,3,1607,0,200000,2,1999
3,2,2393,1,345000,2,1998
2,1,1288,2,245500,2,1996
2,1,1239,1,217500,2,1995
2,1,1719,2,324000,2,1993
2,3,1232,0,162500,2,1984
4,3,2944,1,150000,3,1977
3,3,1671,1,290000,2,1976
3,3,1812,1,205000,2,2002
2,3,1682,1,174000,2,1970
2,4,1427,0,183000,2,1969
2,4,1740,1,150000,2,1968
2,3,1258,0,145000,2,1971
2,4,1620,1,215000,2,1967
2,4,1625,0,140500,2,1965
3,4,2614,1,240000,2,1974
2,4,1464,0,141000,2,1968
1,2,912,0,147000,2,1965
1,3,925,0,135000,2,1965
2,6,1728,0,145000,2,1965
2,6,1728,0,142600,2,1965
2,4,1656,0,135000,2,1973
2,4,1670,0,170000,2,1971
4,4,2715,2,299800,2,1976
3,4,1876,1,185000,2,1974
2,4,1632,0,173000,2,1966
1,3,999,0,178400,2,1961
3,4,1978,1,176000,2,1968
1,2,1014,0,98000,1,1956
1,3,907,0,109008,1,1957
1,2,952,0,135750,1,1956
2,3,1128,0,155000,2,1963
2,3,1425,1,180500,2,1964
2,3,1165,0,174900,2,1966
1,3,1136,1,140000,1,1965
1,3,1092,0,145000,2,1964
2,3,1265,1,179900,2,1965
2,3,1350,0,168500,2,1964
1,3,1114,0,140000,2,1961
2,3,1053,0,145500,1,1959
1,3,1252,0,142000,2,1959
1,3,1100,1,141000,1,1960
1,3,1118,0,153000,1,1960
1,2,720,0,72500,1,1949
1,2,729,0,52000,0,1935
1,2,1077,2,118000,1,1939
1,2,906,0,87000,1,1937
2,3,1496,0,141500,2,1960
1,3,1252,0,119000,1,1950
1,3,1337,1,141500,1,1950
1,3,1661,1,165500,1,1955
1,3,1036,0,112900,1,1953
3,4,1820,2,201800,2,1965
2,3,1362,1,163000,2,1961
1,3,1144,0,139950,2,1961
2,3,1537,1,174000,2,1962
1,3,1431,1,165000,1,1962
3,4,1988,1,227000,2,1966
1,3,1098,0,135000,1,1955
2,3,1144,0,124000,1,1963
1,3,1283,0,140000,2,1962
1,3,1176,2,136500,1,1957
2,2,1440,0,185000,1,1959
1,3,1261,1,163000,2,1958
1,3,1570,1,166800,2,1958
1,2,1196,1,139000,1,1956
2,3,1392,2,166000,2,1957
1,3,1080,0,136000,1,1958
1,3,1104,0,133000,1,1956
1,2,882,0,116000,1,1952
2,3,1152,0,137500,2,1953
1,2,950,0,130000,2,1953
2,3,1790,2,180000,2,1957
1,2,952,0,139000,2,1951
1,2,773,0,110000,1,1953
3,4,1764,1,100000,1,1957
1,2,1216,0,118500,1,1947
2,5,1824,0,146000,2,1957
1,1,869,0,89900,1,1948
1,3,1159,0,114000,1,1925
2,3,1558,1,140000,1,1945
1,2,672,0,86900,1,1940
1,3,1436,1,139000,4,1922
2,3,1294,0,106250,0,1900
2,4,1716,1,171000,2,1962
2,3,1044,1,139000,2,1968
2,3,1312,1,186000,2,1958
2,2,1253,1,157000,1,1960
1,3,1081,0,148000,1,1960
2,4,2069,1,242000,2,1960
1,3,910,0,116000,2,1953
1,2,876,1,94000,2,1951
1,3,1048,0,98300,2,1950
2,4,1507,0,127000,1,1960
2,3,1256,0,159000,1,1959
1,3,1027,0,125900,1,1962
2,3,1269,1,155000,1,1960
2,3,1320,0,138000,2,1948
1,2,984,0,112500,1,1954
1,2,832,0,105500,2,1954
1,4,1278,0,127500,1,1954
2,6,1800,0,130000,0,1961
2,3,1588,0,150000,2,1955
1,2,825,0,109500,1,1954
2,4,1796,1,140000,2,1963
2,4,1611,0,167900,2,1964
1,3,1117,0,136870,1,1963
1,3,1133,0,143000,1,2008
1,2,764,0,73000,2,1925
2,3,1539,1,157500,2,1904
1,3,1323,0,122600,2,1948
1,2,1360,0,111000,1,1910
2,5,2792,2,256000,2,1920
1,2,672,0,64000,1,1940
2,4,1456,0,139500,1,1915
2,3,1594,0,118000,0,1910
3,3,2082,0,200000,2,2003
2,2,1656,0,119164,2,1940
1,2,1740,1,122250,1,1920
1,2,1027,1,120000,0,1920
2,3,1436,2,155000,2,1940
1,2,899,0,78000,1,1910
1,3,1080,0,95000,0,1890
1,2,789,0,115000,1,1948
1,2,1122,0,147000,2,1948
1,3,1499,1,140000,3,1946
1,1,407,0,46500,1,1946
1,3,928,0,112500,1,1957
1,2,901,0,107900,1,1954
2,5,1588,0,65000,0,1949
3,3,3493,1,295000,3,1880
2,4,1627,0,139500,2,1900
2,4,1416,1,153900,3,1915
1,3,1450,0,132000,1,1920
1,4,1344,0,98000,3,1916
1,2,1017,0,114000,1,1900
2,4,2350,0,130000,2,1920
2,3,2058,1,129500,2,1917
2,3,1540,0,129400,0,1905
2,3,1378,1,161000,2,1928
2,3,1912,1,163000,2,1905
2,3,1484,1,128000,0,1914
2,4,2358,0,122000,0,1872
1,2,1111,1,116900,1,1926
4,3,2775,1,325000,2,1893
1,2,1086,0,55000,2,1920
2,5,2495,1,184000,2,1890
1,2,984,0,110000,1,1959
2,4,1795,0,131500,1,1954
1,2,882,0,97000,1,1956
1,2,1093,0,115500,1,1958
1,2,1143,1,138000,1,1928
2,3,1668,0,108000,1,1945
1,2,935,0,79500,1,1930
2,3,1738,1,153000,1,1935
1,2,784,0,109500,0,1924
1,3,1210,0,124000,1,1941
2,3,1290,0,106900,1,1900
2,3,1672,1,164900,1,1940
1,2,949,1,119000,2,1924
1,3,1158,1,120000,1,1929
2,3,1497,0,157000,1,1937
2,2,1342,1,105000,1,1939
1,3,1013,0,113000,1,1926
1,3,1216,1,115000,1,1920
1,2,896,0,79000,1,1946
1,2,1136,0,123000,1,1929
1,1,808,0,81300,1,1945
2,3,1573,1,162900,2,1930
2,4,2009,1,150000,2,1939
2,4,1902,0,123500,2,1923
2,2,1774,2,129900,2,1931
2,3,1362,0,128000,2,1920
1,1,520,0,68500,1,1927
1,2,1285,0,127000,1,1948
2,4,1848,1,207000,2,1923
2,4,1820,0,184000,1,1925
2,4,1716,0,162500,2,1915
1,3,1505,0,145000,1,1940
1,2,838,0,130000,1,1918
2,5,1984,0,160000,1,1910
1,3,1666,1,161000,1,1925
1,3,1609,0,127500,1,1910
1,1,768,0,93850,2,1930
2,4,1536,0,136000,1,1952
2,4,1969,1,141000,2,1938
2,2,1308,0,120000,2,1915
1,2,1040,0,127500,2,1925
2,3,1236,1,127000,1,1925
1,3,1406,0,89500,0,1920
1,2,825,0,125000,2,1955
1,4,1198,0,79900,0,1920
1,1,759,0,85000,2,1912
2,3,1344,0,82375,0,1915
1,3,1469,0,135000,1,1906
1,3,1054,0,124000,1,1947
1,3,1211,1,134000,1,1968
2,4,1271,1,135000,1,1948
2,4,1588,1,134432,2,1959
2,4,1355,0,127500,0,1940
1,3,1075,0,148000,2,1963
1,3,1040,0,129500,1,1965
1,3,1096,1,157500,2,1978
1,3,904,0,109900,1,1966
1,3,992,0,145000,1,1967
1,3,894,0,130000,2,1967
1,3,1034,1,153000,2,1978
1,3,1073,0,120000,1,1967
1,2,1126,0,152000,2,1984
2,0,1258,0,108959,2,1969
1,3,1140,0,95541,2,1920
1,3,1006,0,80000,0,1959
2,3,1228,0,149350,1,1966
1,3,960,0,144900,1,1963
1,1,1188,1,185000,2,1956
1,3,1383,1,165000,1,1954
1,1,1252,1,235000,2,1960
1,3,1601,0,140000,1,1958
1,2,672,0,108000,1,1940
2,3,1721,2,145000,2,1960
2,2,1350,0,152400,3,1941
1,3,904,0,144000,3,1970
1,2,1291,1,173000,2,1996
3,4,2022,1,192000,2,1977
2,3,1524,2,245000,2,1979
1,2,1363,2,241500,2,1954
1,2,1663,2,256000,2,1954
1,2,1357,1,177000,1,1959
1,2,1079,1,125600,1,1948
1,3,1094,2,155000,2,1953
3,5,2358,1,240000,2,1908
1,2,1518,2,260000,0,1940
2,4,1674,1,185000,2,1918
2,4,2108,2,235000,2,1935
1,3,1509,1,159900,1,1956
1,2,864,0,99600,0,1975
2,3,1269,0,134500,1,1962
1,4,1367,0,119000,1,1900
1,3,1347,0,107500,0,1910
1,3,1164,0,125000,1,1950
1,2,1096,0,79000,0,1924
1,3,1111,0,95000,1,1941
3,4,2329,1,262280,2,1990
3,4,2814,1,260000,2,1995
3,3,1626,1,226500,2,1994
3,4,2200,1,225000,2,1993
3,3,2037,1,229000,2,1996
3,3,1356,1,177439,2,2007
2,3,1615,1,248500,3,2007
2,3,2276,2,475000,3,2008
3,3,1766,2,395039,3,2008
3,3,2097,1,228000,3,1993
2,3,1511,1,225000,3,1995
2,2,1643,1,195000,2,1966
3,4,1688,0,200000,2,1997
1,3,990,0,155000,2,1994
2,3,1099,0,144000,1,1995
1,3,990,0,145000,2,1994
2,3,1418,1,226001,2,1997
3,3,1771,0,215700,2,1997
3,3,1652,0,207500,2,2000
3,3,1790,0,193000,2,1999
3,3,1724,0,188000,2,1998
2,3,1479,0,191000,2,1999
2,3,1494,1,221000,2,2002
3,3,1792,1,231500,2,2001
3,3,1823,0,235000,2,2000
3,3,1786,1,223500,2,2001
1,3,938,0,130250,1,1975
2,3,985,0,149900,1,1977
1,3,1174,0,158000,2,1978
1,3,1026,0,147000,2,1978
2,3,1076,1,143195,2,1975
2,2,1558,0,163000,2,1975
1,3,924,0,110000,1,1975
1,3,864,0,127000,1,1972
1,2,780,0,124900,1,1972
2,3,1795,1,230000,2,2002
3,3,2031,1,237000,2,2002
3,3,1865,1,235000,3,2000
3,3,2161,1,230500,2,2001
3,3,1852,2,230000,3,1999
3,3,2031,1,222500,2,1998
3,3,2263,1,287000,2,2001
3,3,1947,1,274000,3,2001
2,3,1786,1,300000,3,2002
3,4,2290,1,255900,2,2002
3,3,1768,0,224900,2,2003
3,4,2327,1,240000,2,2003
3,3,1640,0,183000,2,2003
3,3,1764,1,207000,2,1999
3,4,1908,1,210000,2,1994
1,1,848,0,136500,2,2003
1,1,848,0,145000,2,2004
2,3,1493,1,208900,2,1997
2,2,1838,0,185000,3,1997
2,3,1536,0,214000,2,2002
3,3,1710,0,208500,2,2003
2,3,1445,0,186500,2,2004
2,3,1436,0,210000,2,2004
3,3,1582,0,185900,2,2004
2,3,1234,0,179900,2,2007
2,3,1564,0,218836,3,2007
2,3,1361,0,193000,2,2007
3,3,1456,1,189000,2,2005
1,1,848,1,149300,2,2004
1,1,848,1,141000,2,2004
1,1,848,1,149000,2,2004
1,1,848,1,144500,2,2004
1,2,796,0,85000,0,1910
4,4,2200,0,145900,0,1900
1,3,1092,0,123000,1,1966
2,3,1256,0,147500,1,1965
1,3,1033,0,165000,2,1976
2,3,1127,1,135000,2,1976
1,3,996,1,108000,0,1940
2,3,1181,0,137500,2,1972
3,3,1656,1,165400,2,2003
1,3,1117,1,147000,2,1977
2,3,1398,1,160500,2,1976
2,2,1132,0,176000,2,2005
4,5,3820,2,284700,2,1959
3,3,5642,3,160000,2,2008
1,2,1072,0,148000,2,2005
2,2,1152,0,82000,0,1955
2,2,1152,0,82000,0,1955
2,4,1440,0,118000,0,1955
2,2,1152,0,82500,0,1955
1,2,784,0,91900,0,1955
2,2,1053,0,120000,0,1938
2,4,1137,0,96000,0,1947
1,2,930,0,99000,1,1953
1,3,1200,0,130500,1,1946
2,4,1470,0,135000,1,1954
2,3,1393,0,135500,1,1955
1,3,1204,0,100000,1,1954
2,3,1292,0,108000,1,1923
1,2,864,0,98000,0,1925
1,2,864,0,67000,0,1914
2,6,1716,0,135900,0,1912
2,4,1482,0,140000,1,1925
3,4,2192,1,179500,1,1939
2,4,1694,1,136500,2,1925
2,2,1424,1,168000,1,1921
2,4,1964,0,130000,0,1911
4,4,2601,0,189000,2,1921
4,4,1920,2,161900,2,1930
1,2,1316,1,145000,1,1926
2,3,2555,1,191000,2,1922
2,4,1680,0,177000,1,1915
1,3,1264,0,147500,2,1914
1,2,790,0,91000,1,1930
2,3,1512,1,231000,1,1925
1,3,1639,0,115000,1,1936
1,4,1603,1,138000,2,1923
2,3,1502,1,149000,1,1931
2,3,1660,1,188700,1,1934
2,4,1938,1,198000,1,1937
1,3,1374,0,110000,1,1938
1,2,1091,1,104000,1,1951
2,4,1873,2,257076,2,1935
4,4,3447,2,381000,3,1935
2,3,1954,2,311500,2,1939
3,3,2161,2,263400,2,1950
3,3,1898,2,236500,2,1956
1,3,1640,1,224000,2,1954
1,2,1032,1,116500,2,1980
3,3,1556,1,151000,2,1980
1,2,919,0,126000,1,1926
1,3,1090,0,120000,1,1940
1,2,796,0,55000,0,1922
1,2,816,0,120500,1,1930
1,2,778,1,120500,1,1940
1,4,1200,0,119000,0,1930
2,3,1656,1,126000,1,1967
1,2,912,0,99500,1,1930
2,4,1955,0,165500,1,1958
1,2,733,0,13100,2,1952
1,2,1361,0,89000,1,1895
1,3,1317,0,40000,1,1920
1,2,1049,0,80900,1,1910
1,2,894,0,81000,3,1935
2,3,864,0,65000,1,1920
2,2,1652,1,392500,2,2008
2,2,1648,1,294464,2,2007
2,2,1646,1,250000,2,2004
2,2,1646,1,275000,2,2004
3,3,2032,0,300000,3,1996
2,3,1689,2,271000,3,2002
3,3,1820,1,213000,3,1996
1,3,1118,1,171000,1,1977
2,3,1279,2,171500,2,1977
4,4,1872,0,100000,2,1976
2,3,1689,1,228500,2,1991
2,3,1786,2,228950,2,1965
2,2,1501,1,241500,2,1986
2,2,2898,1,287000,2,1976
2,3,1537,0,294000,3,2006
2,3,1646,1,293077,3,2007
3,3,1780,1,264966,2,2007
3,3,1442,0,172500,2,2006
3,3,1394,0,167500,2,2006
3,3,1612,0,218689,3,2008
2,3,1495,1,150000,2,1989
2,3,1651,1,184000,2,1986
2,3,1256,1,180000,2,1986
2,3,1509,1,175000,2,1988
2,3,1440,1,232500,2,2003
2,3,1675,0,195000,2,1999
3,4,2262,2,305000,3,2003
2,3,1728,1,298751,2,2007
3,3,1964,1,370000,3,2005
2,2,1344,0,209200,4,1997
2,2,1344,0,206300,4,1997
1,2,1092,0,146000,0,2007
2,2,1189,0,160500,2,1997
1,3,1200,0,173000,3,1964
1,3,1040,0,124000,2,1975
2,3,1304,1,115000,1,1976
2,4,1475,1,129500,1,1976
1,2,988,0,105000,1,1973
1,1,988,1,94900,1,1973
1,3,1160,0,152500,1,1968
3,3,1092,0,98000,0,1970
1,1,630,0,81000,0,1972
1,2,988,0,113000,2,1954
1,2,816,0,128500,1,1983
1,3,923,0,119500,1,1984
1,3,816,1,130500,1,1982
1,2,816,0,138000,2,1982
1,3,845,0,134500,1,1982
2,4,1750,0,160000,1,1940
1,3,889,0,137500,2,1984
3,4,1968,1,172000,2,1969
2,4,1836,0,103000,1,1900
2,3,1587,1,167300,2,1971
1,2,1277,1,167000,2,1970
2,3,2223,2,244000,2,1973
2,4,2217,1,268000,2,1970
3,3,1733,1,225000,2,2003
3,3,1572,1,168000,2,1995
2,3,1470,0,177000,2,1997
3,3,1600,1,169000,2,1997
3,3,1384,1,161500,2,1997
2,2,1652,0,251000,2,2000
3,3,1694,1,160000,2,1994
3,3,1714,1,180000,2,1999
3,3,1553,0,178750,2,1996
2,3,1253,1,176000,2,1995
4,5,2299,1,204000,2,1999
2,3,1187,0,160000,2,1992
3,3,1472,1,160000,2,1991
3,3,1482,1,163900,2,1992
3,3,1642,1,168000,2,1993
1,3,1128,1,154204,2,1964
2,2,1088,0,170000,2,1986
2,3,2090,1,207500,2,1984
2,2,1179,0,182000,2,1988
1,1,1321,1,212000,2,1990
2,3,1922,1,377426,3,2005
4,4,2541,1,349265,3,2005
3,4,2338,2,591587,3,2006
2,3,1424,0,155000,3,1969
2,2,1612,1,319900,2,2006
2,2,1419,1,392000,2,2007
2,1,2234,1,441929,2,2006
2,3,2042,1,455000,3,2006
2,3,1440,1,182900,2,1981
2,3,1284,0,174000,2,1984
4,3,1868,1,178000,2,1984
3,3,1479,1,176000,2,1981
2,3,1664,1,213000,2,1978
3,4,1930,1,192000,2,1979
3,3,1969,1,190000,2,1977
3,4,2030,1,195000,2,1976
2,3,1032,1,148000,2,1978
2,3,1177,0,151500,2,1984
